NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060314	REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060314		15	0.46278688	1.0653749	0.38486314	0.597266	1.0	1371	tags=27%, list=10%, signal=30%	
SENSORY PERCEPTION OF MECHANICAL STIMULUS%GOBP%GO:0050954	SENSORY PERCEPTION OF MECHANICAL STIMULUS%GOBP%GO:0050954		43	0.37159157	1.0651278	0.35455862	0.5975769	1.0	2165	tags=26%, list=16%, signal=30%	
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032212	POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032212		32	0.39843106	1.0648359	0.3662614	0.5979879	1.0	2938	tags=38%, list=22%, signal=48%	
REGULATION OF TOR SIGNALING%GOBP%GO:0032006	REGULATION OF TOR SIGNALING%GOBP%GO:0032006		113	0.3196559	1.0646026	0.34234235	0.59826803	1.0	3175	tags=31%, list=24%, signal=40%	
N-GLYCAN PROCESSING%GOBP%GO:0006491	N-GLYCAN PROCESSING%GOBP%GO:0006491		15	0.4565363	1.0645099	0.37833595	0.5982328	1.0	2714	tags=27%, list=20%, signal=33%	
AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS%GOBP%GO:0042982	AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS%GOBP%GO:0042982		16	0.4594108	1.0644715	0.36815068	0.598054	1.0	2550	tags=50%, list=19%, signal=62%	
TRANSLATION INHIBITORS IN CHRONICALLY ACTIVATED PDGFRA CELLS%WIKIPATHWAYS_20240210%WP4566%HOMO SAPIENS	TRANSLATION INHIBITORS IN CHRONICALLY ACTIVATED PDGFRA CELLS%WIKIPATHWAYS_20240210%WP4566%HOMO SAPIENS		33	0.3968814	1.064468	0.40207714	0.5977936	1.0	2240	tags=30%, list=17%, signal=36%	
PROTEIN-LIPID COMPLEX ORGANIZATION%GOBP%GO:0071825	PROTEIN-LIPID COMPLEX ORGANIZATION%GOBP%GO:0071825		28	0.40065232	1.0642858	0.38038632	0.59800094	1.0	1570	tags=25%, list=12%, signal=28%	
PID_ALPHA_SYNUCLEIN_PATHWAY%MSIGDB_C2%PID_ALPHA_SYNUCLEIN_PATHWAY	PID_ALPHA_SYNUCLEIN_PATHWAY%MSIGDB_C2%PID_ALPHA_SYNUCLEIN_PATHWAY		20	0.4331351	1.0639445	0.3859649	0.59855723	1.0	1900	tags=30%, list=14%, signal=35%	
CELLULAR RESPONSE TO ENVIRONMENTAL STIMULUS%GOBP%GO:0104004	CELLULAR RESPONSE TO ENVIRONMENTAL STIMULUS%GOBP%GO:0104004		195	0.3045221	1.0639304	0.31942788	0.59832704	1.0	1483	tags=15%, list=11%, signal=17%	
REGULATION OF PROTEIN BINDING%GOBP%GO:0043393	REGULATION OF PROTEIN BINDING%GOBP%GO:0043393		103	0.3238152	1.0638604	0.32503277	0.5982351	1.0	3170	tags=36%, list=24%, signal=47%	
TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS%REACTOME%R-HSA-5669034.4	TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS%REACTOME%R-HSA-5669034.4		22	0.42029953	1.063824	0.36737806	0.5980658	1.0	3167	tags=45%, list=24%, signal=59%	
PHOSPHOLIPID TRANSPORT%GOBP%GO:0015914	PHOSPHOLIPID TRANSPORT%GOBP%GO:0015914		51	0.36068666	1.0636762	0.3497823	0.59814596	1.0	1990	tags=25%, list=15%, signal=30%	
JNK CASCADE%GOBP%GO:0007254	JNK CASCADE%GOBP%GO:0007254		25	0.41320583	1.0633594	0.369863	0.59863925	1.0	593	tags=12%, list=4%, signal=13%	
NUCLEAR PORE ORGANIZATION%GOBP%GO:0006999	NUCLEAR PORE ORGANIZATION%GOBP%GO:0006999		15	0.46251285	1.0628378	0.38607594	0.599615	1.0	2483	tags=33%, list=18%, signal=41%	
MESENCHYME MORPHOGENESIS%GOBP%GO:0072132	MESENCHYME MORPHOGENESIS%GOBP%GO:0072132		20	0.43176758	1.0626663	0.38328075	0.5997914	1.0	493	tags=15%, list=4%, signal=16%	
PID_P75_NTR_PATHWAY%MSIGDB_C2%PID_P75_NTR_PATHWAY	PID_P75_NTR_PATHWAY%MSIGDB_C2%PID_P75_NTR_PATHWAY		42	0.37009898	1.0626069	0.36377025	0.5996541	1.0	2009	tags=29%, list=15%, signal=33%	
REGULATION OF RESPONSE TO TUMOR CELL%GOBP%GO:0002834	REGULATION OF RESPONSE TO TUMOR CELL%GOBP%GO:0002834		15	0.46540156	1.0622772	0.4168013	0.60017204	1.0	3206	tags=40%, list=24%, signal=52%	
NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043154	NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043154		41	0.37879956	1.0622209	0.37315634	0.60003114	1.0	2209	tags=27%, list=16%, signal=32%	
POTASSIUM ION HOMEOSTASIS%GOBP%GO:0055075	POTASSIUM ION HOMEOSTASIS%GOBP%GO:0055075		15	0.4593413	1.0616742	0.38827258	0.60108286	1.0	977	tags=27%, list=7%, signal=29%	
LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002366	LEUKOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002366		95	0.3333204	1.0613225	0.3372859	0.6016493	1.0	2519	tags=33%, list=19%, signal=40%	
P75(NTR)-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P75(NTR)-MEDIATED SIGNALING	P75(NTR)-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P75(NTR)-MEDIATED SIGNALING		54	0.35106364	1.0612597	0.3631124	0.601531	1.0	2199	tags=30%, list=16%, signal=35%	
POSITIVE REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY%GOBP%GO:1900227	POSITIVE REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY%GOBP%GO:1900227		17	0.44867796	1.0602943	0.39297658	0.60362345	1.0	1471	tags=29%, list=11%, signal=33%	
NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1903573	NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1903573		35	0.38360283	1.0602648	0.3660322	0.6034311	1.0	1155	tags=20%, list=9%, signal=22%	
ALPHA-AMINO ACID CATABOLIC PROCESS%GOBP%GO:1901606	ALPHA-AMINO ACID CATABOLIC PROCESS%GOBP%GO:1901606		46	0.36627844	1.0601267	0.3678832	0.60349774	1.0	4186	tags=48%, list=31%, signal=69%	
ANTEROGRADE AXONAL TRANSPORT%GOBP%GO:0008089	ANTEROGRADE AXONAL TRANSPORT%GOBP%GO:0008089		36	0.37502876	1.0601013	0.37613294	0.6032974	1.0	2618	tags=31%, list=19%, signal=38%	
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002823	NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002823		30	0.39216107	1.0600761	0.37065053	0.6030947	1.0	2422	tags=30%, list=18%, signal=37%	
CARBOHYDRATE HOMEOSTASIS%GOBP%GO:0033500	CARBOHYDRATE HOMEOSTASIS%GOBP%GO:0033500		75	0.33614907	1.0600741	0.34192672	0.6028332	1.0	1930	tags=25%, list=14%, signal=29%	
MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257	MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257		30	0.3960299	1.0600065	0.3926868	0.6027335	1.0	4167	tags=60%, list=31%, signal=87%	
ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS	ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS		26	0.4094012	1.0598286	0.39417177	0.6028857	1.0	1961	tags=38%, list=15%, signal=45%	
CELLULAR RESPONSE TO STEROID HORMONE STIMULUS%GOBP%GO:0071383	CELLULAR RESPONSE TO STEROID HORMONE STIMULUS%GOBP%GO:0071383		63	0.33976185	1.0597465	0.36209336	0.6027994	1.0	1902	tags=24%, list=14%, signal=28%	
2-HYDROXYGLUTRIC ACIDURIA (D AND L FORM)%SMPDB%SMP0000136	2-HYDROXYGLUTRIC ACIDURIA (D AND L FORM)%SMPDB%SMP0000136		18	0.43055066	1.059587	0.378125	0.60292476	1.0	2083	tags=28%, list=15%, signal=33%	
REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032647	REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032647		25	0.41299424	1.059501	0.35820895	0.60286844	1.0	3206	tags=48%, list=24%, signal=63%	
MEMBRANE LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046467	MEMBRANE LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046467		107	0.3222496	1.0590723	0.3515625	0.60367084	1.0	2061	tags=20%, list=15%, signal=23%	
TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME DATABASE ID RELEASE 65%975138	TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME DATABASE ID RELEASE 65%975138		98	0.32501104	1.0590576	0.33025098	0.6034418	1.0	3213	tags=37%, list=24%, signal=48%	
GLUCOSE HOMEOSTASIS%GOBP%GO:0042593	GLUCOSE HOMEOSTASIS%GOBP%GO:0042593		75	0.33614907	1.0584495	0.3561644	0.6046702	1.0	1930	tags=25%, list=14%, signal=29%	
JAK STAT SIGNALING IN THE REGULATION OF BETA CELLS%WIKIPATHWAYS_20240210%WP5358%HOMO SAPIENS	JAK STAT SIGNALING IN THE REGULATION OF BETA CELLS%WIKIPATHWAYS_20240210%WP5358%HOMO SAPIENS		23	0.41306746	1.0582249	0.37899545	0.60495305	1.0	3272	tags=43%, list=24%, signal=57%	
NEGATIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010633	NEGATIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010633		39	0.37371418	1.0577159	0.39201182	0.6059121	1.0	2584	tags=33%, list=19%, signal=41%	
MAINTENANCE OF PROTEIN LOCATION%GOBP%GO:0045185	MAINTENANCE OF PROTEIN LOCATION%GOBP%GO:0045185		68	0.33885297	1.0574751	0.37165776	0.60622656	1.0	1994	tags=21%, list=15%, signal=24%	
TOLL LIKE RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP75%HOMO SAPIENS	TOLL LIKE RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP75%HOMO SAPIENS		68	0.34408414	1.0572139	0.34530386	0.6065993	1.0	3302	tags=43%, list=25%, signal=56%	
CCR1%IOB%CCR1	CCR1%IOB%CCR1		16	0.4594578	1.056948	0.40967742	0.6069806	1.0	3791	tags=69%, list=28%, signal=96%	
PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY	PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY		20	0.42781308	1.056683	0.38125	0.60737747	1.0	3105	tags=45%, list=23%, signal=58%	
POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025	POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025		28	0.39823246	1.0564101	0.3639053	0.6077518	1.0	141	tags=14%, list=1%, signal=14%	
FAS LIGAND PATHWAY AND STRESS INDUCTION OF HEAT SHOCK PROTEINS%WIKIPATHWAYS_20240210%WP314%HOMO SAPIENS	FAS LIGAND PATHWAY AND STRESS INDUCTION OF HEAT SHOCK PROTEINS%WIKIPATHWAYS_20240210%WP314%HOMO SAPIENS		31	0.3830984	1.0563383	0.35897437	0.60765994	1.0	3302	tags=39%, list=25%, signal=51%	
CELL RECOGNITION%GOBP%GO:0008037	CELL RECOGNITION%GOBP%GO:0008037		48	0.35833234	1.0562546	0.3678832	0.60758865	1.0	784	tags=17%, list=6%, signal=18%	
NUCLEAR ENVELOPE (NE) REASSEMBLY%REACTOME%R-HSA-2995410.7	NUCLEAR ENVELOPE (NE) REASSEMBLY%REACTOME%R-HSA-2995410.7		60	0.34660074	1.0562202	0.36940837	0.6073987	1.0	3300	tags=33%, list=25%, signal=44%	
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234	NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234		135	0.31212872	1.0561641	0.3611111	0.60727584	1.0	1357	tags=16%, list=10%, signal=17%	
REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886	REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886		178	0.30324513	1.0561002	0.35151514	0.60715747	1.0	2441	tags=22%, list=18%, signal=26%	
COENZYME A METABOLIC PROCESS%GOBP%GO:0015936	COENZYME A METABOLIC PROCESS%GOBP%GO:0015936		15	0.45248348	1.0560187	0.40063092	0.6070912	1.0	4296	tags=47%, list=32%, signal=68%	
RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645	RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645		29	0.39306384	1.0560145	0.38345864	0.606833	1.0	2159	tags=31%, list=16%, signal=37%	
REGULATION OF NON-CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:1901222	REGULATION OF NON-CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:1901222		63	0.34338108	1.0558194	0.36130866	0.60704195	1.0	2768	tags=35%, list=21%, signal=44%	
RND3 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9696264	RND3 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 65%9696264		36	0.37925136	1.0554345	0.37833828	0.6076709	1.0	2111	tags=25%, list=16%, signal=30%	
NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680	NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680		53	0.35205144	1.0550064	0.37921348	0.60842806	1.0	2436	tags=32%, list=18%, signal=39%	
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME DATABASE ID RELEASE 65%168138	TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME DATABASE ID RELEASE 65%168138		103	0.3240595	1.0547245	0.34338138	0.60883933	1.0	2718	tags=32%, list=20%, signal=40%	
POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051281	POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051281		22	0.41703627	1.0545337	0.375	0.60903883	1.0	3193	tags=36%, list=24%, signal=48%	
MEMBRANE BIOGENESIS%GOBP%GO:0044091	MEMBRANE BIOGENESIS%GOBP%GO:0044091		45	0.36712506	1.0544986	0.38264582	0.6088664	1.0	1934	tags=24%, list=14%, signal=28%	
CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061005	CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061005		16	0.44820854	1.0543479	0.41815236	0.6089632	1.0	3998	tags=50%, list=30%, signal=71%	
TRNA THREONYLCARBAMOYLADENOSINE METABOLIC PROCESS%GOBP%GO:0070525	TRNA THREONYLCARBAMOYLADENOSINE METABOLIC PROCESS%GOBP%GO:0070525		15	0.4618082	1.0540198	0.39674798	0.6095064	1.0	3299	tags=47%, list=25%, signal=62%	
POSITIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032008	POSITIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032008		56	0.35138157	1.0540061	0.3687231	0.60927624	1.0	3175	tags=32%, list=24%, signal=42%	
REGULATION OF NECROPTOTIC CELL DEATH%REACTOME DATABASE ID RELEASE 65%5675482	REGULATION OF NECROPTOTIC CELL DEATH%REACTOME DATABASE ID RELEASE 65%5675482		30	0.39293686	1.0539694	0.3898051	0.6090975	1.0	2199	tags=27%, list=16%, signal=32%	
CELLULAR RESPONSE TO HEAT STRESS%REACTOME DATABASE ID RELEASE 65%3371556	CELLULAR RESPONSE TO HEAT STRESS%REACTOME DATABASE ID RELEASE 65%3371556		80	0.33427793	1.0537	0.37267905	0.60946697	1.0	2483	tags=30%, list=18%, signal=37%	
NEUROINFLAMMATION AND GLUTAMATERGIC SIGNALING%WIKIPATHWAYS_20240210%WP5083%HOMO SAPIENS	NEUROINFLAMMATION AND GLUTAMATERGIC SIGNALING%WIKIPATHWAYS_20240210%WP5083%HOMO SAPIENS		71	0.33812645	1.0536438	0.38812155	0.60933954	1.0	2042	tags=24%, list=15%, signal=28%	
REGULATION OF HORMONE LEVELS%GOBP%GO:0010817	REGULATION OF HORMONE LEVELS%GOBP%GO:0010817		174	0.30516207	1.0534321	0.37514934	0.6095959	1.0	1605	tags=19%, list=12%, signal=21%	
INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002437	INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002437		17	0.44354647	1.0533955	0.4283414	0.6094239	1.0	2808	tags=41%, list=21%, signal=52%	
LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001909	LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001909		34	0.387549	1.0533051	0.36651585	0.60935926	1.0	3735	tags=41%, list=28%, signal=57%	
GASTRULATION%GOBP%GO:0007369	GASTRULATION%GOBP%GO:0007369		51	0.3528545	1.0533043	0.36338028	0.6090962	1.0	1708	tags=27%, list=13%, signal=31%	
POSITIVE REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051491	POSITIVE REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051491		19	0.43490493	1.0523051	0.3961965	0.6112871	1.0	1287	tags=26%, list=10%, signal=29%	
REGULATION OF LIPID CATABOLIC PROCESS%GOBP%GO:0050994	REGULATION OF LIPID CATABOLIC PROCESS%GOBP%GO:0050994		28	0.40514243	1.052182	0.38872403	0.6113103	1.0	1762	tags=29%, list=13%, signal=33%	
ENDOTHELIN PATHWAYS%WIKIPATHWAYS_20240210%WP2197%HOMO SAPIENS	ENDOTHELIN PATHWAYS%WIKIPATHWAYS_20240210%WP2197%HOMO SAPIENS		17	0.4427028	1.051656	0.4115806	0.6123127	1.0	2089	tags=29%, list=16%, signal=35%	
OSTEOCLAST DIFFERENTIATION%GOBP%GO:0030316	OSTEOCLAST DIFFERENTIATION%GOBP%GO:0030316		23	0.41130197	1.0508243	0.3869969	0.61402357	1.0	1254	tags=35%, list=9%, signal=38%	
POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904427	POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904427		41	0.37493727	1.0507324	0.38793105	0.6139791	1.0	1371	tags=17%, list=10%, signal=19%	
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972	PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972		51	0.35882142	1.0504801	0.40055633	0.6142957	1.0	2064	tags=25%, list=15%, signal=30%	
RESPONSE TO NUTRIENT%GOBP%GO:0007584	RESPONSE TO NUTRIENT%GOBP%GO:0007584		27	0.39577666	1.0502422	0.3762811	0.61461985	1.0	1243	tags=30%, list=9%, signal=33%	
MESENCHYMAL CELL MIGRATION%GOBP%GO:0090497	MESENCHYMAL CELL MIGRATION%GOBP%GO:0090497		17	0.44002524	1.0502292	0.39935064	0.61439335	1.0	1921	tags=29%, list=14%, signal=34%	
PEPTIDYL-TYROSINE DEPHOSPHORYLATION%GOBP%GO:0035335	PEPTIDYL-TYROSINE DEPHOSPHORYLATION%GOBP%GO:0035335		19	0.425845	1.0500164	0.39694658	0.6146828	1.0	3170	tags=42%, list=24%, signal=55%	
GLUTAMATE METABOLISM%PATHWHIZ%PW000003	GLUTAMATE METABOLISM%PATHWHIZ%PW000003		18	0.43055066	1.0497026	0.38153845	0.6152332	1.0	2083	tags=28%, list=15%, signal=33%	
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641	REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641		18	0.4296464	1.0491418	0.40228012	0.6163336	1.0	2825	tags=50%, list=21%, signal=63%	
NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 65%1251985	NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 65%1251985		21	0.42774728	1.0482928	0.39717427	0.6180999	1.0	972	tags=29%, list=7%, signal=31%	
IL3%NETPATH%IL3	IL3%NETPATH%IL3		35	0.37478462	1.0482358	0.39215687	0.617979	1.0	2018	tags=29%, list=15%, signal=34%	
REGULATION OF T CELL MIGRATION%GOBP%GO:2000404	REGULATION OF T CELL MIGRATION%GOBP%GO:2000404		27	0.39512444	1.0481957	0.4005979	0.6177934	1.0	3302	tags=59%, list=25%, signal=78%	
PHOSPHATIDYL INOSITOL PHOSPHATE PATHWAY%WIKIPATHWAYS_20240210%WP5411%HOMO SAPIENS	PHOSPHATIDYL INOSITOL PHOSPHATE PATHWAY%WIKIPATHWAYS_20240210%WP5411%HOMO SAPIENS		29	0.39540216	1.0470003	0.39517346	0.62040854	1.0	1582	tags=17%, list=12%, signal=19%	
BIOGENIC AMINE BIOSYNTHETIC PROCESS%GOBP%GO:0042401	BIOGENIC AMINE BIOSYNTHETIC PROCESS%GOBP%GO:0042401		17	0.43551925	1.0467736	0.41318327	0.62068653	1.0	1514	tags=29%, list=11%, signal=33%	
ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101	ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101		47	0.36198735	1.0464989	0.3668639	0.6210982	1.0	3313	tags=40%, list=25%, signal=53%	
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086004	REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086004		18	0.43747175	1.0463283	0.40031898	0.6212367	1.0	55	tags=11%, list=0%, signal=11%	
ACTIVATED NOTCH1 TRANSMITS SIGNAL TO THE NUCLEUS%REACTOME%R-HSA-2122948.5	ACTIVATED NOTCH1 TRANSMITS SIGNAL TO THE NUCLEUS%REACTOME%R-HSA-2122948.5		27	0.3978222	1.0461396	0.39906833	0.62140536	1.0	1381	tags=26%, list=10%, signal=29%	
NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137	NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137		15	0.446665	1.0460601	0.42380953	0.62133145	1.0	1307	tags=27%, list=10%, signal=30%	
POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177	POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177		83	0.33203077	1.0460052	0.38283378	0.6211979	1.0	1360	tags=14%, list=10%, signal=16%	
RIPK1-MEDIATED REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 65%5213460	RIPK1-MEDIATED REGULATED NECROSIS%REACTOME DATABASE ID RELEASE 65%5213460		30	0.39293686	1.045645	0.41770187	0.62181234	1.0	2199	tags=27%, list=16%, signal=32%	
POSITIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000060	POSITIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000060		76	0.3305387	1.0453668	0.389271	0.62222004	1.0	2389	tags=28%, list=18%, signal=33%	
RHOA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RHOA SIGNALING PATHWAY	RHOA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RHOA SIGNALING PATHWAY		38	0.37828925	1.0451943	0.38733432	0.6223578	1.0	2825	tags=42%, list=21%, signal=53%	
TGF-BETA RECEPTOR SIGNALING IN EMT (EPITHELIAL TO MESENCHYMAL TRANSITION)%REACTOME DATABASE ID RELEASE 65%2173791	TGF-BETA RECEPTOR SIGNALING IN EMT (EPITHELIAL TO MESENCHYMAL TRANSITION)%REACTOME DATABASE ID RELEASE 65%2173791		15	0.4398672	1.0450219	0.4168013	0.6225176	1.0	470	tags=13%, list=3%, signal=14%	
SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000567	SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000567		18	0.43055066	1.04456	0.40981013	0.6233701	1.0	2083	tags=28%, list=15%, signal=33%	
ENDOSOME TO LYSOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032510	ENDOSOME TO LYSOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032510		16	0.44843453	1.0444009	0.40286624	0.62347466	1.0	2261	tags=31%, list=17%, signal=38%	
RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME%R-HSA-73856.6	RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME%R-HSA-73856.6		64	0.3394499	1.0444005	0.37762237	0.62320876	1.0	3222	tags=31%, list=24%, signal=41%	
AXON GUIDANCE MEDIATED BY SEMAPHORINS%PANTHER PATHWAY%P00007	AXON GUIDANCE MEDIATED BY SEMAPHORINS%PANTHER PATHWAY%P00007		16	0.44041792	1.043946	0.400982	0.6240784	1.0	1864	tags=31%, list=14%, signal=36%	
IRE1ALPHA ACTIVATES CHAPERONES%REACTOME DATABASE ID RELEASE 65%381070	IRE1ALPHA ACTIVATES CHAPERONES%REACTOME DATABASE ID RELEASE 65%381070		46	0.352149	1.0438448	0.38291606	0.6240671	1.0	2147	tags=33%, list=16%, signal=39%	
VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702	VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702		20	0.42253166	1.043276	0.40677965	0.6251733	1.0	2594	tags=40%, list=19%, signal=49%	
LYMPHOCYTE PROLIFERATION%GOBP%GO:0046651	LYMPHOCYTE PROLIFERATION%GOBP%GO:0046651		31	0.38135234	1.0432308	0.3924964	0.6250069	1.0	3384	tags=39%, list=25%, signal=52%	
